run_id,task_id,category,difficulty,condition,bytes_used,resources_loaded,resources_total,budget_final,iterations,time_seconds,extracted_answer,answer_score,facts_matched,facts_total,success
c7b428f1,T16,heavy_page,medium,Fixed Eco,14572,30,157,20000,1,2.561,2 September 1945,0.862,1,1,True
c7b428f1,T16,heavy_page,medium,EcoBudget,9827,23,30,10000,1,2.761,2 September 1945,0.862,1,1,True
c7b428f1,T17,heavy_page,medium,Normal,560352,245,245,,1,7.1,Delhi,0.861,1,1,True
c7b428f1,T17,heavy_page,medium,Fixed Eco,12919,30,162,20000,1,2.835,Delhi,0.861,1,1,True
c7b428f1,T17,heavy_page,medium,EcoBudget,9958,23,30,10000,1,2.993,Delhi,0.861,1,1,True
c7b428f1,T18,small_page,easy,Normal,138152,86,86,,1,2.975,Rajasthan,0.971,1,1,True
c7b428f1,T18,small_page,easy,Fixed Eco,15691,30,68,20000,1,2.191,Rajasthan,0.971,1,1,True
c7b428f1,T18,small_page,easy,EcoBudget,9975,21,30,10000,1,2.376,Rajasthan,0.971,1,1,True
c7b428f1,T19,small_page,easy,Normal,214148,145,145,,1,5.7,5G Evolution,0.953,0,1,False
c7b428f1,T19,small_page,easy,Fixed Eco,9157,30,138,20000,1,2.099,5G Evolution,0.953,0,1,False
c7b428f1,T19,small_page,easy,EcoBudget,9157,30,30,10000,1,2.241,5G Evolution,0.953,0,1,False
c7b428f1,T20,ambiguous_subtopic,hard,Normal,529278,333,333,,1,10.496,1793,0.838,0,1,False
c7b428f1,T20,ambiguous_subtopic,hard,Fixed Eco,13831,30,240,20000,1,3.215,22 September 2012,0.809,1,1,True
c7b428f1,T20,ambiguous_subtopic,hard,EcoBudget,9892,24,30,10000,1,3.436,22 September 2012,0.809,1,1,True
